No.,Case,"Amicus Curiae Briefs"
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","78.    Amicus Brief, BRIEF OF RUBEN HINOJOSA, MEMBER OF CONGRESS; CHARLES A. GONZALEZ, MEMBER OF CONGRESS; AND 64 OTHER MEMBERS OF CONGRESS, AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, August 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3257  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","79.    Amicus Brief, BRIEF OF AMICI CURIAE EMORY OUTLAW AND EMORY LATIN AMERICAN LAW STUDENTS ASSOCIATION IN SUPPORT OF RESPONDENTS, August 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3260  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","80.    Amicus Brief, BRIEF FOR AMICI CURIAE FORTUNE-100 AND OTHER LEADING AMERICAN BUSINESSES IN SUPPORT OF RESPONDENTS, August 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3263  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","81.    Amicus Brief, BRIEF OF AMHERST, ALLEGHENY, BARNARD, BATES, BOWDOIN, BRYN MAWR, CARLETON, COLBY, CONNECTICUT, DAVIDSON, DICKINSON, FRANKLIN & MARSHALL, GRINNELL, HAMILTON, HAMPSHIRE, HAVERFORD, LAFAYETTE, MACALESTER, MIDDLEBURY, MOUNT HOLYOKE, OBERLIN, POMONA, REED, SARAH LAWRENCE, SIMMONS, SMITH, ST. OLAF, SWARTHMORE, TRINITY, UNION, VASSAR, WELLESLEY, AND WILLIAMS COLLEGES, AND BUCKNELL, COLGATE, WESLEYAN AND TUFTS UNIVERSITIES, AMICI CURIAE, SUPPORTING RESPONDENTS, August 10, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3266  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","82.    Amicus Brief, BRIEF OF NATIONAL LATINO ORGANIZATIONS AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, August 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3268  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","83.    Amicus Brief, BRIEF AMICUS CURIAE OF KIMBERLY WEST-FAULCON, IN SUPPORT OF RESPONDENTS, August 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3378  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","84.    Amicus Brief, BRIEF OF LT. GEN. JULIUS W. BECTON, JR., GEN. JOHN P. ABIZAID, ADM. DENNIS C. BLAIR, GEN. BRYAN DOUG BROWN, LT. GEN. DANIEL W. CHRISTMAN, GEN. WESLEY K. CLARK, ADM. ARCHIE CLEMINS, GEN. RONALD R. FOGLEMAN, ET AL., AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, August 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3380  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","85.    Amicus Brief, Brief of National League of Cities, Campus Compact, Imagining America, Anchor Institutions Task Force, Transformative Leadership Working Group, Center for Democracy and Citizenship, Chancellor Nancy Cantor, Superintendent Sharon Contreras, President Freeman Hrabowski, President Scott Cowen, CEO Nolan Rollins, Chancellor James Dworkin, Superintendent Glade Montgomery, President Thomas Rochon, Superintendent Luvelle Brown, President James T. Harris, Superintendent Cheryl Cunningham, Amici Curiae, Supporting Respondents, August 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3298  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","86.    Amicus Brief, BRIEF FOR AMICUS CURIAE ASSOCIATION OF AMERICAN LAW SCHOOLS IN SUPPORT OF RESPONDENTS, August 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3301  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","87.    Amicus Brief, BRIEF FOR AMICI CURIAE SMALL BUSINESS OWNERS AND ASSOCIATIONS IN SUPPORT OF RESPONDENTS, August 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3304  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","88.    Amicus Brief, BRIEF OF THE BLACK STUDENT ALLIANCE AT THE UNIVERSITY OF TEXAS AT AUSTIN, THE BLACK EX-STUDENTS OF TEXAS, INC., AND THE NAACP LEGAL DEFENSE & EDUCATIONAL FUND, INC. AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, August 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3309  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","89.    Amicus Brief, BRIEF AMICI CURIAE OF 28 UNDERGRADUATE AND GRADUATE STUDENT ORGANIZATIONS WITHIN THE UNIVERSITY OF CALIFORNIA IN SUPPORT OF RESPONDENTS, August 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3312  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","90.    Amicus Brief, BRIEF FOR THE STATES OF NEW YORK, CONNECTICUT, HAWAII, ILLINOIS, IOWA, MARYLAND, MASSACHUSETTS, MISSISSIPPI, MONTANA, NEW MEXICO, NORTH CAROLINA, VERMONT, WASHINGTON, WEST VIRGINIA, THE DISTRICT OF COLUMBIA, AND THE TERRITORY OF THE U.S. VIRGIN ISLANDS AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, August 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3289  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","91.    Amicus Brief, BRIEF OF THE ADVANCEMENT PROJECT AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS AND URGING AFFIRMANCE, August 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3293  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","92.    Amicus Brief, BRIEF FOR AMICI CURIAE THE COLLEGE BOARD AND THE NATIONAL SCHOOL BOARDS ASSOCIATION ET AL. IN SUPPORT OF RESPONDENTS, August 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3354  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","93.    Amicus Brief, BRIEF FOR THE ASSOCIATION OF THE BAR OF THE CITY OF NEW YORK AS AMICUS CURIAE IN SUPPORT OF RESPONDENT, August 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3358  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","94.    Amicus Brief, BRIEF OF AMICI CURIAE JUDICIAL WATCH, INC. AND ALLIED EDUCATIONAL FOUNDATION IN SUPPORT OF PETITIONER, May 29, 2012, 2012 U.S. S. Ct. Briefs LEXIS 2361  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","95.    Amicus Brief, AMICUS BRIEF OF THE AMERICAN CIVIL LIBERTIES UNION IN SUPPORT OF RESPONDENTS, August 10, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3361  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","96.    Amicus Brief, BRIEF AMICUS CURIAE OF THE LOUIS D. BRANDEIS CENTER FOR HUMAN RIGHTS UNDER LAW, THE 80-20 NATIONAL ASIAN-AMERICAN EDUCATIONAL FOUNDATION, ET AL., IN SUPPORT OF PETITIONER, May 29, 2012, 2012 U.S. S. Ct. Briefs LEXIS 2365  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","97.    Amicus Brief, BRIEF OF ABIGAIL THERNSTROM, STEPHAN THERNSTROM, ALTHEA K. NAGAI, AND RUSSELL NIELI AS AMICI CURIAE IN SUPPORT OF PETITIONERS, May 29, 2012, 2012 U.S. S. Ct. Briefs LEXIS 2369  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","98.    Amicus Brief, BRIEF AMICUS CURIAE OF PACIFIC LEGAL FOUNDATION, CENTER FOR EQUAL OPPORTUNITY, AMERICAN CIVIL RIGHTS INSTITUTE, NATIONAL ASSOCIATION OF SCHOLARS, AND PROJECT 21 IN SUPPORT OF PETITIONER, October 19, 2011, 2011 U.S. S. Ct. Briefs LEXIS 1815  "
28,"Fisher v. UT Austin, 133 S.Ct. 2411 (2013)","99.    Amicus Brief, BRIEF OF HOUSTON COMMUNITY COLLEGE SYSTEM AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS, August 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3286 "
29,"Ford v. Georgia, 498 U.S. 411 (1991)",
30,"Freeman v. Pitts, 503 U.S. 467 (1992)","1.    Brief, BRIEF FOR THE LAWYERS' COMMITTEE FOR CIVIL RIGHTS UNDER LAW AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS, June 21, 1991, 1991 U.S. S. Ct. Briefs LEXIS 164  "
30,"Freeman v. Pitts, 503 U.S. 467 (1992)","2.    Brief, BRIEF FOR THE UNITED STATES AS AMICUS CURIAE SUPPORTING PETITIONERS, May 3, 1991, 1991 U.S. S. Ct. Briefs LEXIS 161  "
30,"Freeman v. Pitts, 503 U.S. 467 (1992)","3.    Brief, BRIEF OF SOUTHEASTERN LEGAL FOUNDATION, INC. AS AMICUS CURIAE IN SUPPORT OF PETITIONERS, May 3, 1991, 1991 U.S. S. Ct. Briefs LEXIS 162  "
30,"Freeman v. Pitts, 503 U.S. 467 (1992)","4.    Brief, BRIEF OF INTERVENORS IN CARLIN V. BOARD OF EDUCATION SAN DIEGO UNIFIED SCHOOL DISTRICT AS AMICI CURIAE IN SUPPORT OF PETITIONERS, May 1, 1991, 1991 U.S. S. Ct. Briefs LEXIS 159  "
30,"Freeman v. Pitts, 503 U.S. 467 (1992)","5.    Brief, BRIEF OF THE NAACP, DEKALB COUNTY, GEORGIA, BRANCH OF THE NAACP, AMERICAN JEWISH COMMITTEE, CHILDREN'S DEFENSE FUND, FUND FOR AN OPEN SOCIETY, MEXICAN AMERICAN LEGAL DEFENSE AND EDUCATIONAL FUND, PUERTO RICAN LEGAL DEFENSE AND EDUCATION FUND, AND SOUTHERN CHRISTIAN LEADERSHIP CONFERENCE AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, June 21, 1991, 1991 U.S. S. Ct. Briefs LEXIS 163  "
30,"Freeman v. Pitts, 503 U.S. 467 (1992)","6.    Brief, BRIEF AMICUS CURIAE OF PLAINTIFF-INTERVENORS SEEKING REVERSAL IN PART AND AFFIRMANCE IN PART, May 3, 1991, 1991 U.S. S. Ct. Briefs LEXIS 160  "
31,"Georgia v. Ashcroft, 539 U.S. 461 (2003)","1. Brief, Brief Amicus Curiae of Georgia Coalition For The Peoples' Agenda in Support of Appellees, April 1, 2003, 2003 U.S. S. Ct. Briefs LEXIS 440"
32,"Georgia v. McCollum, 505 U.S. 42 (1992)","1.    Brief, BRIEF OF THE NAACP LEGAL DEFENSE AND EDUCATIONAL FUND, INC., AS AMICUS CURIAE SUGGESTING REVERSAL, December 19, 1991, 1991 U.S. S. Ct. Briefs LEXIS 659  "
32,"Georgia v. McCollum, 505 U.S. 42 (1992)","2.    Brief, BRIEF AMICUS CURIAE OF THE CRIMINAL JUSTICE LEGAL FOUNDATION IN SUPPORT OF PETITIONER, December 18, 1991, 1991 U.S. S. Ct. Briefs LEXIS 657  "
32,"Georgia v. McCollum, 505 U.S. 42 (1992)","3.    Brief, AMICUS CURIAE BRIEF FOR CHARLES J. HYNES, DISTRICT ATTORNEY, KINGS COUNTY, NEW YORK IN SUPPORT OF PETITIONER, December 19, 1991, 1991 U.S. S. Ct. Briefs LEXIS 660  "
32,"Georgia v. McCollum, 505 U.S. 42 (1992)","4.    Brief, BRIEF FOR THE UNITED STATES AS AMICUS CURIAE SUPPORTING PETITIONER, December 19, 1991, 1991 U.S. S. Ct. Briefs LEXIS 658  "
32,"Georgia v. McCollum, 505 U.S. 42 (1992)","5.    Brief, AMICUS CURIAE BRIEF FOR NATIONAL ASSOCIATION OF CRIMINAL DEFENSE LAWYERS, IN SUPPORT OF RESPONDENT, January 21, 1992, 1992 U.S. S. Ct. Briefs LEXIS 223  "
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","1.       Motion for Leave to File Brief Amicus Curiae Out of Time and Brief of MTV Networks in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","2.       Motion for Leave to File Brief Amicus Curiae Out of Time and Brief of BP America Incorporated as Amicus Curiae in Support of Neither Party"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","3.       Motion for Leave to File Amicus Curiae Brief and Brief of Exxon Mobil Corporation as Amicus Curiae in Support of Neither Party"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","4.       Consolidated Brief of Lt. Gen. Julius W. Becton, Jr., Adm. Dennis Blair, Maj. Gen. Charles Bolden, Hon. James M. Cannon, Lt. Gen. Daniel W. Christman, Gen. Wesley K. Clark, Sen. Max Cleland, Adm. Archie Clemins, Hon. William Cohen, Adm. William J. Cr owe, Gen. Ronald R. Fogleman, Lt. Gen. Howard D. Graves, Gen. Joseph P. Hoar, Sen. Robert J. Kerrey et al. as Amici Curiae in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","5.       Brief of Amici Curiae National School Boards Association, et al., in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","6.       Brief of Amici Curiae the Lawyers' Committee for Civil Rights Under Law, National Association for the Advancement of Colored People, Minority Business Enterprise Legal Defense and Education Fund, Inc., National Women's Law Center, National Partnershi p for Women & Families, Coalition of Bar Associations of Color, and Sigma Pi Phi Fraternity in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","7.       Brief Amicus Curiae of American Federation of Labor & Congress of Industrial Organizations in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","8.       Brief of the Leadership Conference on Civil Rights and the LCCR Education Fund as Amici Curiae in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","9.       Brief of New York City Council Speaker A. Gifford Miller, New York City Council Members Bill de Blasio, Helen Foster, Hiram Monserrate, Charles Barron, William Perkins, Joel Rivera, Leroy G. Comrie and other Individual Members of the New York City Co uncil as Amici Curiae in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","10.   Brief of the States of Maryland, New York, Arizona, California, Colorado, Connecticut, Illinois, Iowa, Maine, Massachusetts, Minnesota, Montana, New Mexico, North Carolina, Oklahoma, Oregon, Rhode Island, Vermont, Washington, West Virginia, Wisconsin , and the Territory of the U.S. Virgin Islands as Amici Curiae in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","11.   Brief of Howard University as Amicus Curiae in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","12.   Brief of Amici Curiae Massachusetts Institute of Technology, Leland Stanford Junior University, E.I. Du Pont De Nemours and Company, International Business Machines Corp., National Academy of Sciences, National Academy of Engineering, National Action Council for Minorities in Engineering, Inc., in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","13.   Brief Amicus Curiae of the American Psychological Association in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","14.   Brief of John Conyers, Jr., Member of Congress; John D. Dingell, Member of Congress; Charles B. Rangel, Member of Congress; Fortney Pete Stark, Member of Congress; Edward J. Markey, Member of Congress; George Miller, Member of Congress; Dale E. Kilde e, Member of Congress; Martin Frost, Member of Congress; Robert T. Matsui, Member of Congress; Martin Olav Sabo, Member of Congress; Barney Frank, Member of Congress; Steny H. Hoyer, Member of Congress; et al., as Amici Curiae in Support of Responden"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","15.   Brief for Amici Curiae 65 Leading American Businesses in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","16.   Brief of the University of Pittsburgh, Temple University, Wayne State University, and the University of Arizona as Amici Curiae in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","17.   Brief of Amici Curiae City of Philadelphia, Pennsylvania, City of Cleveland, Ohio and the National Conference of Black Mayors, Inc. in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","18.   Brief of General Motors Corporation as Amicus Curiae in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","19.   Brief of Harvard University, Brown University, The University of Chicago, Dartmouth College, Duke University, The University of Pennsylvania, Princeton University, and Yale University as Amici Curiae Supporting Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","20.   Brief Amicus Curiae of the National Education Association, et al., in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","21.   Brief of the National Urban League, The Southern Christian Leadership Conference of Los Angeles, and The National Rainbow/Push Coalition as Amici Curiae in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","22.   Brief of the New America Alliance as Amicus Curiae Supporting the Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","23.   Brief of Social Scientists Glenn C. Loury, Nathan Glazer, John F. Kain, Thomas J. Kane, Douglas Massey, Marta Tienda and Brian Bucks as Amici Curiae in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","24.   Brief for the United Negro College Fund and Kappa Alpha PSI as Amici Curiae in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","25.   Brief of the American Educational Research Association, The Association of American Colleges and Universities, and The American Association for Higher Education as Amici Curiae in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","26.   Brief of Members of the United States Congress as Amici Curiae in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","27.   Brief of the Authors of the Texas Ten Percent Plan as Amicus Curiae in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","28.   Brief for the Bay Mills Indian Community, Grand Traverse Band of Ottawa and Chippewa Indians, Hannahville Indian Community, Keweenaw Bay Indian Community, Lac Vieux Desert Band or Lake Superior Chippewa Indians, Little River Band of Ottawa Indians, L ittle Traverse Bay Bands of Odawa Indians, Match-E-Be-Nash-She-Wish Band of Pottawatomi Indians of Michigan, Nottawaseppi Huron Band of Potawatomi, Oneida Tribe of Indians of Wisconsin, Sault Ste. Marie Tribe of Chippewa Indians, and Michigan Indian"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","29.   Brief Amicus Curiae of the College Board in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","30.   Brief of Latino Organizations as Amici Curiae in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","31.   Brief Amicus Curiae of the Black Women Lawyers Association of Greater Chicago, Inc., in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","32.   Brief of Amici Curiae Media Companies in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","33.   Brief of Amherst, Barnard, Bates, Bowdoin, Bryn Mawr, Carleton, Colby, Connecticut, Davidson, Franklin & Marshall, Hamilton, Hampshire, Haverford, Macalester, Middlebury, Mount Holyoke, Oberlin, Pomona, Sarah Lawrence, Smith, Swarthmore, Trinity, Vas sar, Wellesley, and Williams Colleges, and Colgate, Wesleyan and Tufts Universities, Amici Curiae, Supporting Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","34.   Brief of Carnegie Mellon University and 37 Fellow Private Colleges and Universities as Amicus Curiae in Support of Respondents American University Belmont University Boston College Brandeis University Bucknell University California Institute of Techn ology Carnegie Mellon University Case Western Reserve University College of the Holy Cross DePaul University Dickinson College Drexel University Duquesne University of the Holy Spirit Elizabethtown College Emory University Fairleigh Dickinson Univers"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","35.   Brief Amici Curiae Human Rights Advocates and the University of Minnesota Human Rights Center in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","36.   Brief of Amicus Curiae Michigan Governor Jennifer M. Granholm"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","37.   Brief of Amici Curiae National Asian Pacific American Legal Consortium, Asian Law Caucus, Asian Pacific American Legal Center, et al., in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","38.   Brief Amici Curiae of The National Coalition of Blacks for Reparations in America (N'Cobra) and The National Conference of Black Lawyers (NCBL) in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","39.   Brief of Amicus Curiae State of New Jersey in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","40.   Amicus Curiae Brief of Northeastern University Supporting the Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","41.   Brief Amici Curiae of the American Jewish Committee; Central Conference of American Rabbis; Hadassah; National Conference for Community and Justice; National Council of Jewish Women; Progressive Jewish Alliance; Union of American Hebrew Congregations ; and Women of Reform Judaism, The Federation of Temple Sisterhoods in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","42.   Brief of Amici Curiae Columbia University, Cornell University, Georgetown University, Rice University and Vanderbilt University in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","43.   Brief of Representative Richard A. Gephardt, et al., as Amici Curiae Supporting Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","44.   Brief of the Hayden Family as Amicus Curiae in Support of Respondents"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","45.   Brief for the United States as Amicus Curiae Supporting Petitioner"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","46.   Brief Amicus Curiae of Anti-Defamation League in Support of Neither Party"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","47.   Brief of the Asian American Legal Foundation as Amicus Curiae in Support of Petitioners"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","48.   Brief of the Cato Institute as Amicus Curiae in Support of Petitioners"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","49.   Brief Amici Curiae of the Center for Equal Opportunity, the Independent Women's Forum, and the American Civil Rights Institute in Support of Petitioner"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","50.   Brief of Amicus Curiae Center for Individual Freedom in Support of Petitioners"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","51.   Brief of Amicus Curiae The Claremont Institute Center for Constitutional Jurisprudence In Support of Petitioners"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","52.   Brief Amicus Curiae of the Equal Employment Advisory Council in Support of Neither Party"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","53.   Brief of the Center for the Advancement of Capitalism as Amicus Curiae Supporting the Petitioners"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","54.   Brief of Amicus Curiae the Michigan Association of Scholars in Support of Petitioners"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","55.   Brief for the United States as Amicus Curiae Supporting Petitioners"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","56.   Brief of the State of Florida and the Honorable John Ellis ""Jeb'' Bush, Governor, as Amici Curiae in Support of Petitioners"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","57.   Brief Amicus Curiae of Reason Foundation in Support of Petitioners"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","58.   Brief Amicus Curiae of Duane C. Ellison, Pro se, in support of Petitioner"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","59.   Brief of the Center for New Black Leadership as Amicus Curiae in Support of Petitioners"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","60.   Brief for Amicus Curiae National Association of Scholars in Support of Petitioners"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","61.   Brief Amicus Curiae of Pacific Legal Foundation in Support of Petitioners"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","62.   Brief Amicus Curiae of Duane C. Ellison, Pro se, in support of Petitioner"
33,"Gratz v. Bollinger, 539 U.S. 244 (2003)","63.   Brief of National Association of Scholars as Amicus Curiae in Support of Plaintiffs' Motion for Partial Summary Judgment"
34,"Grutter v. Bollinger, 539 U.S. 306 (2003)","1.    Brief, BRIEF FOR GRADUATE MANAGEMENT ADMISSION COUNCIL AND THE EXECUTIVE LEADERSHIP COUNCIL AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, February 14, 2003, 2003 U.S. S. Ct. Briefs LEXIS 165  "
34,"Grutter v. Bollinger, 539 U.S. 306 (2003)","2.    Brief, BRIEF OF EXXON MOBIL CORPORATION AS AMICUS CURIAE IN SUPPORT OF NEITHER PARTY, February 24, 2003, 2003 U.S. S. Ct. Briefs LEXIS 256  "
34,"Grutter v. Bollinger, 539 U.S. 306 (2003)","3.    Brief, BRIEF OF THE CENTER FOR THE ADVANCEMENT OF CAPITALISM AS AMICUS CURIAE SUPPORTING THE PETITIONERS, January 16, 2003, 2003 U.S. S. Ct. Briefs LEXIS 70  "
34,"Grutter v. Bollinger, 539 U.S. 306 (2003)","4.    Brief, BRIEF OF AMICI CURIAE MEDIA COMPANIES IN SUPPORT OF RESPONDENTS, February 18, 2003, 2003 U.S. S. Ct. Briefs LEXIS 272  "
34,"Grutter v. Bollinger, 539 U.S. 306 (2003)","5.    Brief, BRIEF OF BP AMERICA INCORPORATED AS AMICUS CURIAE IN SUPPORT OF NEITHER PARTY, March 17, 2003, 2003 U.S. S. Ct. Briefs LEXIS 395  "
34,"Grutter v. Bollinger, 539 U.S. 306 (2003)","6.    Brief, BRIEF OF NEW YORK CITY COUNCIL SPEAKER A. GIFFORD MILLER, NEW YORK CITY COUNCIL MEMBERS BILL DE BLASIO, HELEN FOSTER, HIRAM MONSERRATE, CHARLES BARRON, WILLIAM PERKINS, JOEL RIVERA, LEROY G. COMRIE AND OTHER INDIVIDUAL MEMBERS OF THE NEW YORK CITY COUNCIL AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, February 19, 2003, 2003 U.S. S. Ct. Briefs LEXIS 231  "
34,"Grutter v. Bollinger, 539 U.S. 306 (2003)","7.    Brief, BRIEF OF AMHERST, BARNARD, BATES, BOWDOIN, BRYN MAWR, CARLETON, COLBY, CONNECTICUT, DAVIDSON, FRANKLIN & MARSHALL, HAMILTON, HAMPSHIRE, HAVERFORD, MACALESTER, MIDDLEBURY, MOUNT HOLYOKE, OBERLIN, POMONA, SARAH LAWRENCE, SMITH, SWARTHMORE, TRINITY, VASSAR, WELLESLEY, AND WILLIAMS COLLEGES, AND COLGATE, WESLEYAN AND TUFTS UNIVERSITIES, AMICI CURIAE, SUPPORTING RESPONDENTS, February 14, 2003, 2003 U.S. S. Ct. Briefs LEXIS 255  "
34,"Grutter v. Bollinger, 539 U.S. 306 (2003)","8.    Brief, BRIEF OF AMICI CURIAE ON BEHALF OF A COMMITTEE OF CONCERNED BLACK GRADUATES OF ABA ACCREDITED LAW SCHOOLS: VICKY L. BEASLEY, DEVON W. CARBADO, TASHA L. COOPER, KIMBERLE CRENSHAW, LUKE HARRIS, SHAVAR JEFFRIES, SIDNEY MAJALYA, WANDA R. STANSBURY, JORY STEELE, ET AL., IN SUPPORT OF RESPONDENTS, February 19, 2003, 2003 U.S. S. Ct. Briefs LEXIS 258  "
